"","tract_name","freq","city"
"1275","Census Tract 251",260,"Manhattan"
"1276","Census Tract 253",284,"Manhattan"
"1277","Census Tract 255",277,"Manhattan"
"1278","Census Tract 257",350,"Manhattan"
"1279","Census Tract 259",400,"Manhattan"
"1280","Census Tract 26.01",243,"Manhattan"
"1281","Census Tract 26.02",270,"Manhattan"
"1282","Census Tract 261",336,"Manhattan"
"1283","Census Tract 263",235,"Manhattan"
"1284","Census Tract 265",153,"Manhattan"
"1285","Census Tract 267",17,"Manhattan"
"1286","Census Tract 269",264,"Manhattan"
"1287","Census Tract 27",133,"Manhattan"
"1288","Census Tract 271",363,"Manhattan"
"1289","Census Tract 273",154,"Manhattan"
"1290","Census Tract 275",46,"Manhattan"
"1291","Census Tract 277",214,"Manhattan"
"1292","Census Tract 279",260,"Manhattan"
"1293","Census Tract 28",370,"Manhattan"
"1294","Census Tract 281",61,"Manhattan"
"1295","Census Tract 283",94,"Manhattan"
"1296","Census Tract 285",137,"Manhattan"
"1297","Census Tract 287",107,"Manhattan"
"1298","Census Tract 29",235,"Manhattan"
"1299","Census Tract 291",300,"Manhattan"
"1300","Census Tract 293",238,"Manhattan"
"1301","Census Tract 295",165,"Manhattan"
"1302","Census Tract 297",70,"Manhattan"
"1303","Census Tract 299",169,"Manhattan"
"1304","Census Tract 30.01",405,"Manhattan"
"1305","Census Tract 30.02",174,"Manhattan"
"1306","Census Tract 303",115,"Manhattan"
"1307","Census Tract 307",47,"Manhattan"
"1308","Census Tract 31",288,"Manhattan"
"1309","Census Tract 311",47,"Manhattan"
"1310","Census Tract 317.03",56,"Manhattan"
"1311","Census Tract 317.04",87,"Manhattan"
"1312","Census Tract 319",7,"Manhattan"
"1313","Census Tract 32",345,"Manhattan"
"1314","Census Tract 33",388,"Manhattan"
"1315","Census Tract 34",316,"Manhattan"
"1316","Census Tract 36.01",287,"Manhattan"
"1317","Census Tract 36.02",212,"Manhattan"
"1318","Census Tract 37",251,"Manhattan"
"1319","Census Tract 38",395,"Manhattan"
"1320","Census Tract 39",153,"Manhattan"
"1321","Census Tract 40",266,"Manhattan"
"1322","Census Tract 41",441,"Manhattan"
"1323","Census Tract 42",220,"Manhattan"
"1324","Census Tract 43",243,"Manhattan"
"1325","Census Tract 44",76,"Manhattan"
"1326","Census Tract 45",426,"Manhattan"
"1327","Census Tract 47",677,"Manhattan"
"1328","Census Tract 48",320,"Manhattan"
"1329","Census Tract 49",994,"Manhattan"
"1330","Census Tract 50",417,"Manhattan"
"1331","Census Tract 52",748,"Manhattan"
"1332","Census Tract 54",344,"Manhattan"
"1333","Census Tract 55.01",298,"Manhattan"
"1334","Census Tract 55.02",184,"Manhattan"
"1335","Census Tract 56",198,"Manhattan"
"1336","Census Tract 57",439,"Manhattan"
"1337","Census Tract 58",290,"Manhattan"
"1338","Census Tract 59",175,"Manhattan"
"1339","Census Tract 6",412,"Manhattan"
"1340","Census Tract 60",53,"Manhattan"
"1341","Census Tract 61",419,"Manhattan"
"1342","Census Tract 62",117,"Manhattan"
"1343","Census Tract 63",160,"Manhattan"
"1344","Census Tract 64",272,"Manhattan"
"1345","Census Tract 65",416,"Manhattan"
"1346","Census Tract 66",331,"Manhattan"
"1347","Census Tract 67",199,"Manhattan"
"1348","Census Tract 68",306,"Manhattan"
"1349","Census Tract 69",219,"Manhattan"
"1350","Census Tract 7",161,"Manhattan"
"1351","Census Tract 70",223,"Manhattan"
"1352","Census Tract 71",436,"Manhattan"
"1353","Census Tract 72",281,"Manhattan"
"1354","Census Tract 73",368,"Manhattan"
"1355","Census Tract 74",246,"Manhattan"
"1356","Census Tract 75",132,"Manhattan"
"1357","Census Tract 76",940,"Manhattan"
"1358","Census Tract 77",148,"Manhattan"
"1359","Census Tract 78",123,"Manhattan"
"1360","Census Tract 79",300,"Manhattan"
"1361","Census Tract 8",229,"Manhattan"
"1362","Census Tract 80",152,"Manhattan"
"1363","Census Tract 81",363,"Manhattan"
"1364","Census Tract 82",173,"Manhattan"
"1365","Census Tract 83",411,"Manhattan"
"1366","Census Tract 84",186,"Manhattan"
"1367","Census Tract 86.01",21,"Manhattan"
"1368","Census Tract 86.02",5,"Manhattan"
"1369","Census Tract 86.03",16,"Manhattan"
"1370","Census Tract 87",335,"Manhattan"
"1371","Census Tract 88",133,"Manhattan"
"1372","Census Tract 89",288,"Manhattan"
"1373","Census Tract 9",167,"Manhattan"
"1374","Census Tract 90",153,"Manhattan"
"1375","Census Tract 91",291,"Manhattan"
"1376","Census Tract 92",302,"Manhattan"
"1377","Census Tract 93",322,"Manhattan"
"1378","Census Tract 94",174,"Manhattan"
"1379","Census Tract 95",268,"Manhattan"
"1380","Census Tract 96",291,"Manhattan"
"1381","Census Tract 97",259,"Manhattan"
"1382","Census Tract 98",157,"Manhattan"
"1383","Census Tract 99",454,"Manhattan"
"1384","Census Tract 1",167,"Queens"
"1385","Census Tract 10",47,"Queens"
"1386","Census Tract 100",126,"Queens"
"1387","Census Tract 1008.01",69,"Queens"
"1388","Census Tract 1008.02",258,"Queens"
"1389","Census Tract 101",30,"Queens"
"1390","Census Tract 1010.01",262,"Queens"
"1391","Census Tract 1010.02",88,"Queens"
"1392","Census Tract 1017",77,"Queens"
"1393","Census Tract 102",54,"Queens"
"1394","Census Tract 1029",56,"Queens"
"1395","Census Tract 103",67,"Queens"
"1396","Census Tract 1032.01",330,"Queens"
"1397","Census Tract 1032.02",251,"Queens"
"1398","Census Tract 1033",50,"Queens"
"1399","Census Tract 1039",103,"Queens"
"1400","Census Tract 104",50,"Queens"
"1401","Census Tract 1047",124,"Queens"
"1402","Census Tract 105",79,"Queens"
"1403","Census Tract 1059",28,"Queens"
"1404","Census Tract 106",79,"Queens"
"1405","Census Tract 107.01",49,"Queens"
"1406","Census Tract 1072.01",91,"Queens"
"1407","Census Tract 108",106,"Queens"
"1408","Census Tract 1085",62,"Queens"
"1409","Census Tract 1093",34,"Queens"
"1410","Census Tract 1097",38,"Queens"
"1411","Census Tract 1099",66,"Queens"
"1412","Census Tract 110",77,"Queens"
"1413","Census Tract 111",40,"Queens"
"1414","Census Tract 1113",38,"Queens"
"1415","Census Tract 112",62,"Queens"
"1416","Census Tract 1123",86,"Queens"
"1417","Census Tract 1129",16,"Queens"
"1418","Census Tract 113",96,"Queens"
"1419","Census Tract 1133",28,"Queens"
"1420","Census Tract 1139",42,"Queens"
"1421","Census Tract 114",54,"Queens"
"1422","Census Tract 1141",31,"Queens"
"1423","Census Tract 1147",21,"Queens"
"1424","Census Tract 115",82,"Queens"
"1425","Census Tract 1151",6,"Queens"
"1426","Census Tract 1155",43,"Queens"
"1427","Census Tract 1157",69,"Queens"
"1428","Census Tract 1159",63,"Queens"
"1429","Census Tract 116",52,"Queens"
"1430","Census Tract 1161",83,"Queens"
"1431","Census Tract 1163",89,"Queens"
"1432","Census Tract 1167",35,"Queens"
"1433","Census Tract 117",63,"Queens"
"1434","Census Tract 1171",123,"Queens"
"1435","Census Tract 1175",70,"Queens"
"1436","Census Tract 118",61,"Queens"
"1437","Census Tract 1181",35,"Queens"
"1438","Census Tract 1185",35,"Queens"
"1439","Census Tract 1187",43,"Queens"
"1440","Census Tract 1189",34,"Queens"
"1441","Census Tract 119",26,"Queens"
"1442","Census Tract 1191",41,"Queens"
"1443","Census Tract 1193",15,"Queens"
"1444","Census Tract 1195",11,"Queens"
"1445","Census Tract 1199",10,"Queens"
"1446","Census Tract 12",106,"Queens"
"1447","Census Tract 120",50,"Queens"
"1448","Census Tract 1201",12,"Queens"
"1449","Census Tract 1203",11,"Queens"
"1450","Census Tract 1205",45,"Queens"
"1451","Census Tract 1207",26,"Queens"
"1452","Census Tract 121",48,"Queens"
"1453","Census Tract 1211",8,"Queens"
"1454","Census Tract 1215",54,"Queens"
"1455","Census Tract 122",80,"Queens"
"1456","Census Tract 1223",80,"Queens"
"1457","Census Tract 1227.01",202,"Queens"
"1458","Census Tract 1227.02",319,"Queens"
"1459","Census Tract 123.01",80,"Queens"
"1460","Census Tract 124",88,"Queens"
"1461","Census Tract 1241",58,"Queens"
"1462","Census Tract 1247",35,"Queens"
"1463","Census Tract 125",87,"Queens"
"1464","Census Tract 1257",89,"Queens"
"1465","Census Tract 126.01",49,"Queens"
"1466","Census Tract 126.02",66,"Queens"
"1467","Census Tract 1265",65,"Queens"
"1468","Census Tract 1267",70,"Queens"
"1469","Census Tract 1277",83,"Queens"
"1470","Census Tract 128",51,"Queens"
"1471","Census Tract 1283",21,"Queens"
"1472","Census Tract 1291.02",54,"Queens"
"1473","Census Tract 1291.03",64,"Queens"
"1474","Census Tract 1291.04",63,"Queens"
"1475","Census Tract 130",56,"Queens"
"1476","Census Tract 1301",96,"Queens"
"1477","Census Tract 132",55,"Queens"
"1478","Census Tract 1333",53,"Queens"
"1479","Census Tract 1339",18,"Queens"
"1480","Census Tract 134",67,"Queens"
"1481","Census Tract 1341",55,"Queens"
"1482","Census Tract 1347",247,"Queens"
"1483","Census Tract 135",21,"Queens"
"1484","Census Tract 136",25,"Queens"
"1485","Census Tract 1367",57,"Queens"
"1486","Census Tract 137",29,"Queens"
"1487","Census Tract 1377",76,"Queens"
"1488","Census Tract 138",63,"Queens"
"1489","Census Tract 1385.01",74,"Queens"
"1490","Census Tract 1385.02",38,"Queens"
"1491","Census Tract 1399",17,"Queens"
"1492","Census Tract 14",85,"Queens"
"1493","Census Tract 140",80,"Queens"
"1494","Census Tract 1403",25,"Queens"
"1495","Census Tract 1409.01",13,"Queens"
"1496","Census Tract 1409.02",35,"Queens"
"1497","Census Tract 141",44,"Queens"
"1498","Census Tract 1417",89,"Queens"
"1499","Census Tract 142.01",66,"Queens"
"1500","Census Tract 142.02",171,"Queens"
"1501","Census Tract 1429",48,"Queens"
"1502","Census Tract 143",68,"Queens"
"1503","Census Tract 1435",21,"Queens"
"1504","Census Tract 144",119,"Queens"
"1505","Census Tract 1441",35,"Queens"
"1506","Census Tract 1447",49,"Queens"
"1507","Census Tract 145",38,"Queens"
"1508","Census Tract 1451.01",18,"Queens"
"1509","Census Tract 1451.02",39,"Queens"
"1510","Census Tract 1459",40,"Queens"
"1511","Census Tract 1463",62,"Queens"
"1512","Census Tract 1467",99,"Queens"
"1513","Census Tract 147",61,"Queens"
"1514","Census Tract 1471",75,"Queens"
"1515","Census Tract 1479",79,"Queens"
"1516","Census Tract 148",50,"Queens"
"1517","Census Tract 1483",29,"Queens"
"1518","Census Tract 149",50,"Queens"
"1519","Census Tract 150",33,"Queens"
"1520","Census Tract 1507.01",27,"Queens"
"1521","Census Tract 1507.02",33,"Queens"
"1522","Census Tract 151",74,"Queens"
"1523","Census Tract 152",67,"Queens"
"1524","Census Tract 1529.01",116,"Queens"
"1525","Census Tract 1529.02",56,"Queens"
"1526","Census Tract 153",86,"Queens"
"1527","Census Tract 154",47,"Queens"
"1528","Census Tract 155",173,"Queens"
"1529","Census Tract 1551.01",6,"Queens"
"1530","Census Tract 1551.02",129,"Queens"
"1531","Census Tract 156",78,"Queens"
"1532","Census Tract 1567",32,"Queens"
"1533","Census Tract 157",54,"Queens"
"1534","Census Tract 1571.01",82,"Queens"
"1535","Census Tract 1571.02",17,"Queens"
"1536","Census Tract 1579.01",36,"Queens"
"1537","Census Tract 1579.02",49,"Queens"
"1538","Census Tract 1579.03",32,"Queens"
"1539","Census Tract 158.01",116,"Queens"
"1540","Census Tract 158.02",166,"Queens"
"1541","Census Tract 159",67,"Queens"
"1542","Census Tract 16",67,"Queens"
"1543","Census Tract 161",76,"Queens"
"1544","Census Tract 1617",79,"Queens"
"1545","Census Tract 1621",95,"Queens"
"1546","Census Tract 163",238,"Queens"
"1547","Census Tract 164",102,"Queens"
"1548","Census Tract 166",98,"Queens"
"1549","Census Tract 168",56,"Queens"
"1550","Census Tract 169",102,"Queens"
"1551","Census Tract 170",71,"Queens"
"1552","Census Tract 171",170,"Queens"
"1553","Census Tract 172",53,"Queens"
"1554","Census Tract 174",57,"Queens"
"1555","Census Tract 176",55,"Queens"
"1556","Census Tract 178",61,"Queens"
"1557","Census Tract 179",220,"Queens"
"1558","Census Tract 18",55,"Queens"
"1559","Census Tract 180",43,"Queens"
"1560","Census Tract 181.01",96,"Queens"
"1561","Census Tract 181.02",79,"Queens"
"1562","Census Tract 182",71,"Queens"
"1563","Census Tract 183",172,"Queens"
"1564","Census Tract 184.01",104,"Queens"
"1565","Census Tract 184.02",74,"Queens"
"1566","Census Tract 185.01",55,"Queens"
"1567","Census Tract 185.02",73,"Queens"
"1568","Census Tract 186",45,"Queens"
"1569","Census Tract 187",41,"Queens"
"1570","Census Tract 188",44,"Queens"
"1571","Census Tract 189",99,"Queens"
"1572","Census Tract 19",292,"Queens"
"1573","Census Tract 190",72,"Queens"
"1574","Census Tract 192",55,"Queens"
"1575","Census Tract 194",67,"Queens"
"1576","Census Tract 196",93,"Queens"
"1577","Census Tract 198",120,"Queens"
"1578","Census Tract 199",126,"Queens"
"1579","Census Tract 2",63,"Queens"
"1580","Census Tract 20",38,"Queens"
"1581","Census Tract 202",35,"Queens"
"1582","Census Tract 204",89,"Queens"
"1583","Census Tract 205",62,"Queens"
"1584","Census Tract 206",44,"Queens"
"1585","Census Tract 208",136,"Queens"
"1586","Census Tract 212",160,"Queens"
"1587","Census Tract 214",162,"Queens"
"1588","Census Tract 216",154,"Queens"
"1589","Census Tract 219",66,"Queens"
"1590","Census Tract 22",69,"Queens"
"1591","Census Tract 220.01",174,"Queens"
"1592","Census Tract 220.02",80,"Queens"
"1593","Census Tract 229",49,"Queens"
"1594","Census Tract 230",39,"Queens"
"1595","Census Tract 232",54,"Queens"
"1596","Census Tract 235",148,"Queens"
"1597","Census Tract 236",73,"Queens"
"1598","Census Tract 238",95,"Queens"
"1599","Census Tract 24",44,"Queens"
"1600","Census Tract 240",225,"Queens"
"1601","Census Tract 243",121,"Queens"
"1602","Census Tract 245",65,"Queens"
"1603","Census Tract 246",44,"Queens"
"1604","Census Tract 247",35,"Queens"
"1605","Census Tract 249",78,"Queens"
"1606","Census Tract 25",256,"Queens"
"1607","Census Tract 251",87,"Queens"
"1608","Census Tract 253.01",117,"Queens"
"1609","Census Tract 253.02",90,"Queens"
"1610","Census Tract 254",446,"Queens"
"1611","Census Tract 255",51,"Queens"
"1612","Census Tract 257",57,"Queens"
"1613","Census Tract 258",147,"Queens"
"1614","Census Tract 259",116,"Queens"
"1615","Census Tract 26",64,"Queens"
"1616","Census Tract 260",109,"Queens"
"1617","Census Tract 261",157,"Queens"
"1618","Census Tract 262",54,"Queens"
"1619","Census Tract 263",139,"Queens"
"1620","Census Tract 264",58,"Queens"
"1621","Census Tract 265",129,"Queens"
"1622","Census Tract 266",59,"Queens"
"1623","Census Tract 267",193,"Queens"
"1624","Census Tract 269.01",73,"Queens"
"1625","Census Tract 269.02",52,"Queens"
"1626","Census Tract 270",90,"Queens"
"1627","Census Tract 271",91,"Queens"
"1628","Census Tract 272",61,"Queens"
"1629","Census Tract 273",226,"Queens"
"1630","Census Tract 274",64,"Queens"
"1631","Census Tract 275",188,"Queens"
"1632","Census Tract 276",41,"Queens"
"1633","Census Tract 277",256,"Queens"
"1634","Census Tract 278",111,"Queens"
"1635","Census Tract 279",112,"Queens"
"1636","Census Tract 28",61,"Queens"
"1637","Census Tract 280",42,"Queens"
"1638","Census Tract 281",132,"Queens"
"1639","Census Tract 282",61,"Queens"
"1640","Census Tract 283",275,"Queens"
"1641","Census Tract 284",140,"Queens"
"1642","Census Tract 285",149,"Queens"
"1643","Census Tract 287",189,"Queens"
"1644","Census Tract 288",181,"Queens"
"1645","Census Tract 289",142,"Queens"
"1646","Census Tract 291",186,"Queens"
"1647","Census Tract 293",42,"Queens"
"1648","Census Tract 294",248,"Queens"
"1649","Census Tract 295",121,"Queens"
"1650","Census Tract 297",100,"Queens"
"1651","Census Tract 299",1,"Queens"
"1652","Census Tract 30",31,"Queens"
"1653","Census Tract 306",163,"Queens"
"1654","Census Tract 309.02",155,"Queens"
"1655","Census Tract 309.03",143,"Queens"
"1656","Census Tract 309.04",71,"Queens"
"1657","Census Tract 31",94,"Queens"
"1658","Census Tract 317",144,"Queens"
"1659","Census Tract 32",93,"Queens"
"1660","Census Tract 320",206,"Queens"
"1661","Census Tract 327",101,"Queens"
"1662","Census Tract 328",53,"Queens"
"1663","Census Tract 329",172,"Queens"
"1664","Census Tract 33",175,"Queens"
"1665","Census Tract 330",196,"Queens"
"1666","Census Tract 331",4,"Queens"
"1667","Census Tract 334.01",139,"Queens"
"1668","Census Tract 334.02",282,"Queens"
"1669","Census Tract 337",120,"Queens"
"1670","Census Tract 339",107,"Queens"
"1671","Census Tract 34",91,"Queens"
"1672","Census Tract 347",255,"Queens"
"1673","Census Tract 351",123,"Queens"
"1674","Census Tract 352",146,"Queens"
"1675","Census Tract 353",111,"Queens"
"1676","Census Tract 357",215,"Queens"
"1677","Census Tract 358",167,"Queens"
"1678","Census Tract 36",77,"Queens"
"1679","Census Tract 361",87,"Queens"
"1680","Census Tract 363",106,"Queens"
"1681","Census Tract 365",129,"Queens"
"1682","Census Tract 366",105,"Queens"
"1683","Census Tract 367",88,"Queens"
"1684","Census Tract 368",54,"Queens"
"1685","Census Tract 37",173,"Queens"
"1686","Census Tract 371",37,"Queens"
"1687","Census Tract 373",125,"Queens"
"1688","Census Tract 375",220,"Queens"
"1689","Census Tract 376",116,"Queens"
"1690","Census Tract 377",96,"Queens"
"1691","Census Tract 379",137,"Queens"
"1692","Census Tract 38",78,"Queens"
"1693","Census Tract 381",167,"Queens"
"1694","Census Tract 383.01",34,"Queens"
"1695","Census Tract 383.02",210,"Queens"
"1696","Census Tract 384",63,"Queens"
"1697","Census Tract 39",45,"Queens"
"1698","Census Tract 394",51,"Queens"
"1699","Census Tract 398",56,"Queens"
"1700","Census Tract 399",102,"Queens"
"1701","Census Tract 4",102,"Queens"
"1702","Census Tract 40.01",60,"Queens"
"1703","Census Tract 40.02",124,"Queens"
"1704","Census Tract 400",40,"Queens"
"1705","Census Tract 401",117,"Queens"
"1706","Census Tract 402",32,"Queens"
"1707","Census Tract 403",122,"Queens"
"1708","Census Tract 404",82,"Queens"
"1709","Census Tract 405",147,"Queens"
"1710","Census Tract 407",134,"Queens"
"1711","Census Tract 409",107,"Queens"
"1712","Census Tract 411",55,"Queens"
"1713","Census Tract 413",57,"Queens"
"1714","Census Tract 414",154,"Queens"
"1715","Census Tract 415",46,"Queens"
"1716","Census Tract 42",98,"Queens"
"1717","Census Tract 424",51,"Queens"
"1718","Census Tract 426",35,"Queens"
"1719","Census Tract 427",64,"Queens"
"1720","Census Tract 43",115,"Queens"
"1721","Census Tract 432",35,"Queens"
"1722","Census Tract 434",55,"Queens"
"1723","Census Tract 437.01",36,"Queens"
"1724","Census Tract 437.02",86,"Queens"
"1725","Census Tract 439",75,"Queens"
"1726","Census Tract 44.01",55,"Queens"
"1727","Census Tract 440",148,"Queens"
"1728","Census Tract 443.01",69,"Queens"
"1729","Census Tract 443.02",218,"Queens"
"1730","Census Tract 444",281,"Queens"
"1731","Census Tract 446.01",670,"Queens"
"1732","Census Tract 446.02",228,"Queens"
"1733","Census Tract 448",76,"Queens"
"1734","Census Tract 45",90,"Queens"
"1735","Census Tract 450",29,"Queens"
"1736","Census Tract 452",64,"Queens"
"1737","Census Tract 454",110,"Queens"
"1738","Census Tract 455",21,"Queens"
"1739","Census Tract 456",34,"Queens"
"1740","Census Tract 457",35,"Queens"
"1741","Census Tract 458",57,"Queens"
"1742","Census Tract 459",29,"Queens"
"1743","Census Tract 460",298,"Queens"
"1744","Census Tract 461",48,"Queens"
"1745","Census Tract 462",165,"Queens"
"1746","Census Tract 463",66,"Queens"
"1747","Census Tract 464",19,"Queens"
"1748","Census Tract 465",50,"Queens"
"1749","Census Tract 466",83,"Queens"
"1750","Census Tract 467",65,"Queens"
"1751","Census Tract 468",80,"Queens"
"1752","Census Tract 469",95,"Queens"
"1753","Census Tract 47",132,"Queens"
"1754","Census Tract 470",87,"Queens"
"1755","Census Tract 471",44,"Queens"
"1756","Census Tract 472",70,"Queens"
"1757","Census Tract 473",229,"Queens"
"1758","Census Tract 475",752,"Queens"
"1759","Census Tract 476",31,"Queens"
"1760","Census Tract 478",91,"Queens"
"1761","Census Tract 479",58,"Queens"
"1762","Census Tract 480",52,"Queens"
"1763","Census Tract 481",49,"Queens"
"1764","Census Tract 482",43,"Queens"
"1765","Census Tract 483",77,"Queens"
"1766","Census Tract 484",77,"Queens"
"1767","Census Tract 485",87,"Queens"
"1768","Census Tract 489",46,"Queens"
"1769","Census Tract 492",107,"Queens"
"1770","Census Tract 493.01",20,"Queens"
"1771","Census Tract 493.02",78,"Queens"
"1772","Census Tract 495",24,"Queens"
"1773","Census Tract 496",54,"Queens"
"1774","Census Tract 497",57,"Queens"
"1775","Census Tract 499",52,"Queens"
"1776","Census Tract 50",12,"Queens"
"1777","Census Tract 500",137,"Queens"
"1778","Census Tract 502.01",31,"Queens"
"1779","Census Tract 502.02",36,"Queens"
"1780","Census Tract 504",59,"Queens"
"1781","Census Tract 505",16,"Queens"
"1782","Census Tract 506",29,"Queens"
"1783","Census Tract 507",44,"Queens"
"1784","Census Tract 508",71,"Queens"
"1785","Census Tract 51",52,"Queens"
"1786","Census Tract 510",91,"Queens"
"1787","Census Tract 511",37,"Queens"
"1788","Census Tract 512",89,"Queens"
"1789","Census Tract 513",33,"Queens"
"1790","Census Tract 515",53,"Queens"
"1791","Census Tract 516",44,"Queens"
"1792","Census Tract 517",48,"Queens"
"1793","Census Tract 518",47,"Queens"
"1794","Census Tract 52",63,"Queens"
"1795","Census Tract 520",26,"Queens"
"1796","Census Tract 521",57,"Queens"
"1797","Census Tract 522",35,"Queens"
"1798","Census Tract 524",46,"Queens"
"1799","Census Tract 525",54,"Queens"
"1800","Census Tract 526",41,"Queens"
"1801","Census Tract 528",52,"Queens"
"1802","Census Tract 53",97,"Queens"
"1803","Census Tract 530",60,"Queens"
"1804","Census Tract 531",122,"Queens"
"1805","Census Tract 532",53,"Queens"
"1806","Census Tract 534.01",82,"Queens"
"1807","Census Tract 535",70,"Queens"
"1808","Census Tract 536.01",33,"Queens"
"1809","Census Tract 538",38,"Queens"
"1810","Census Tract 539",176,"Queens"
"1811","Census Tract 54",152,"Queens"
"1812","Census Tract 540",93,"Queens"
"1813","Census Tract 542",109,"Queens"
"1814","Census Tract 545",73,"Queens"
"1815","Census Tract 547",102,"Queens"
"1816","Census Tract 548",22,"Queens"
"1817","Census Tract 549",226,"Queens"
"1818","Census Tract 55",68,"Queens"
"1819","Census Tract 551",212,"Queens"
"1820","Census Tract 552",64,"Queens"
"1821","Census Tract 553",95,"Queens"
"1822","Census Tract 554",28,"Queens"
"1823","Census Tract 555",78,"Queens"
"1824","Census Tract 556",41,"Queens"
"1825","Census Tract 557",137,"Queens"
"1826","Census Tract 558",31,"Queens"
"1827","Census Tract 559",76,"Queens"
"1828","Census Tract 560",39,"Queens"
"1829","Census Tract 561",27,"Queens"
"1830","Census Tract 562",16,"Queens"
"1831","Census Tract 564",28,"Queens"
"1832","Census Tract 565",56,"Queens"
"1833","Census Tract 566",35,"Queens"
"1834","Census Tract 567",96,"Queens"
"1835","Census Tract 568",163,"Queens"
"1836","Census Tract 57",130,"Queens"
"1837","Census Tract 577",111,"Queens"
"1838","Census Tract 579",30,"Queens"
"1839","Census Tract 58",142,"Queens"
"1840","Census Tract 580",61,"Queens"
"1841","Census Tract 581",77,"Queens"
"1842","Census Tract 582",105,"Queens"
"1843","Census Tract 583",111,"Queens"
"1844","Census Tract 585",71,"Queens"
"1845","Census Tract 587",84,"Queens"
"1846","Census Tract 589",125,"Queens"
"1847","Census Tract 59",93,"Queens"
"1848","Census Tract 590",24,"Queens"
"1849","Census Tract 591",132,"Queens"
"1850","Census Tract 592",21,"Queens"
"1851","Census Tract 593",69,"Queens"
"1852","Census Tract 594",25,"Queens"
"1853","Census Tract 595",193,"Queens"
"1854","Census Tract 596",40,"Queens"
"1855","Census Tract 598",46,"Queens"
"1856","Census Tract 599",27,"Queens"
"1857","Census Tract 6",101,"Queens"
"1858","Census Tract 600",23,"Queens"
"1859","Census Tract 601",56,"Queens"
"1860","Census Tract 603",58,"Queens"
"1861","Census Tract 606",20,"Queens"
"1862","Census Tract 607.01",129,"Queens"
"1863","Census Tract 608",30,"Queens"
"1864","Census Tract 61",116,"Queens"
"1865","Census Tract 610",24,"Queens"
"1866","Census Tract 612",16,"Queens"
"1867","Census Tract 613.01",281,"Queens"
"1868","Census Tract 614",22,"Queens"
"1869","Census Tract 616.01",34,"Queens"
"1870","Census Tract 616.02",29,"Queens"
"1871","Census Tract 618",36,"Queens"
"1872","Census Tract 619",58,"Queens"
"1873","Census Tract 62.01",73,"Queens"
"1874","Census Tract 62.02",133,"Queens"
"1875","Census Tract 620",18,"Queens"
"1876","Census Tract 621",52,"Queens"
"1877","Census Tract 622",47,"Queens"
"1878","Census Tract 623",70,"Queens"
"1879","Census Tract 625",148,"Queens"
"1880","Census Tract 626",85,"Queens"
"1881","Census Tract 627",82,"Queens"
"1882","Census Tract 629",64,"Queens"
"1883","Census Tract 63",112,"Queens"
"1884","Census Tract 630",40,"Queens"
"1885","Census Tract 632",48,"Queens"
"1886","Census Tract 633.01",64,"Queens"
"1887","Census Tract 633.02",52,"Queens"
"1888","Census Tract 635",91,"Queens"
"1889","Census Tract 637",182,"Queens"
"1890","Census Tract 638",75,"Queens"
"1891","Census Tract 639",79,"Queens"
"1892","Census Tract 641.01",50,"Queens"
"1893","Census Tract 641.02",45,"Queens"
"1894","Census Tract 645",16,"Queens"
"1895","Census Tract 646",50,"Queens"
"1896","Census Tract 65.01",61,"Queens"
"1897","Census Tract 65.02",106,"Queens"
"1898","Census Tract 650",58,"Queens"
"1899","Census Tract 654",122,"Queens"
"1900","Census Tract 655.01",58,"Queens"
"1901","Census Tract 656",87,"Queens"
"1902","Census Tract 657.02",26,"Queens"
"1903","Census Tract 657.03",72,"Queens"
"1904","Census Tract 659",25,"Queens"
"1905","Census Tract 660",70,"Queens"
"1906","Census Tract 661",16,"Queens"
"1907","Census Tract 663",60,"Queens"
"1908","Census Tract 664",157,"Queens"
"1909","Census Tract 665.01",27,"Queens"
"1910","Census Tract 667.01",55,"Queens"
"1911","Census Tract 669",36,"Queens"
"1912","Census Tract 671",28,"Queens"
"1913","Census Tract 677",21,"Queens"
"1914","Census Tract 679",55,"Queens"
"1915","Census Tract 680",142,"Queens"
"1916","Census Tract 682",42,"Queens"
"1917","Census Tract 683",479,"Queens"
"1918","Census Tract 687",82,"Queens"
"1919","Census Tract 69",64,"Queens"
"1920","Census Tract 690",63,"Queens"
"1921","Census Tract 693",67,"Queens"
"1922","Census Tract 694",56,"Queens"
"1923","Census Tract 695",47,"Queens"
"1924","Census Tract 697.01",46,"Queens"
"1925","Census Tract 697.02",33,"Queens"
"1926","Census Tract 7",276,"Queens"
"1927","Census Tract 703",41,"Queens"
"1928","Census Tract 707",24,"Queens"
"1929","Census Tract 709",32,"Queens"
"1930","Census Tract 71",136,"Queens"
"1931","Census Tract 711",130,"Queens"
"1932","Census Tract 713.03",82,"Queens"
"1933","Census Tract 713.04",68,"Queens"
"1934","Census Tract 713.05",40,"Queens"
"1935","Census Tract 713.06",84,"Queens"
"1936","Census Tract 716",5,"Queens"
"1937","Census Tract 717.01",150,"Queens"
"1938","Census Tract 717.02",304,"Queens"
"1939","Census Tract 719",52,"Queens"
"1940","Census Tract 721",60,"Queens"
"1941","Census Tract 723",34,"Queens"
"1942","Census Tract 729",35,"Queens"
"1943","Census Tract 73",58,"Queens"
"1944","Census Tract 731",22,"Queens"
"1945","Census Tract 737",61,"Queens"
"1946","Census Tract 739",93,"Queens"
