"","tract_name","freq","city"
"652","Census Tract 351",432,"Brooklyn"
"653","Census Tract 352",55,"Brooklyn"
"654","Census Tract 353",235,"Brooklyn"
"655","Census Tract 354",252,"Brooklyn"
"656","Census Tract 355",198,"Brooklyn"
"657","Census Tract 356.01",26,"Brooklyn"
"658","Census Tract 356.02",133,"Brooklyn"
"659","Census Tract 357",203,"Brooklyn"
"660","Census Tract 359",299,"Brooklyn"
"661","Census Tract 36",88,"Brooklyn"
"662","Census Tract 360.01",31,"Brooklyn"
"663","Census Tract 360.02",77,"Brooklyn"
"664","Census Tract 361",260,"Brooklyn"
"665","Census Tract 362",237,"Brooklyn"
"666","Census Tract 363",403,"Brooklyn"
"667","Census Tract 364",83,"Brooklyn"
"668","Census Tract 365.01",107,"Brooklyn"
"669","Census Tract 365.02",160,"Brooklyn"
"670","Census Tract 366",130,"Brooklyn"
"671","Census Tract 367",201,"Brooklyn"
"672","Census Tract 369",295,"Brooklyn"
"673","Census Tract 37",419,"Brooklyn"
"674","Census Tract 370",107,"Brooklyn"
"675","Census Tract 371",171,"Brooklyn"
"676","Census Tract 373",250,"Brooklyn"
"677","Census Tract 374.01",133,"Brooklyn"
"678","Census Tract 374.02",71,"Brooklyn"
"679","Census Tract 375",260,"Brooklyn"
"680","Census Tract 377",217,"Brooklyn"
"681","Census Tract 379",314,"Brooklyn"
"682","Census Tract 38",33,"Brooklyn"
"683","Census Tract 381",270,"Brooklyn"
"684","Census Tract 382",168,"Brooklyn"
"685","Census Tract 383",167,"Brooklyn"
"686","Census Tract 385",255,"Brooklyn"
"687","Census Tract 386",120,"Brooklyn"
"688","Census Tract 387",280,"Brooklyn"
"689","Census Tract 388",48,"Brooklyn"
"690","Census Tract 389",248,"Brooklyn"
"691","Census Tract 39",261,"Brooklyn"
"692","Census Tract 390",50,"Brooklyn"
"693","Census Tract 391",83,"Brooklyn"
"694","Census Tract 392",74,"Brooklyn"
"695","Census Tract 393",172,"Brooklyn"
"696","Census Tract 394",42,"Brooklyn"
"697","Census Tract 395",179,"Brooklyn"
"698","Census Tract 396",33,"Brooklyn"
"699","Census Tract 397",251,"Brooklyn"
"700","Census Tract 398",69,"Brooklyn"
"701","Census Tract 399",113,"Brooklyn"
"702","Census Tract 400",112,"Brooklyn"
"703","Census Tract 401",169,"Brooklyn"
"704","Census Tract 402",109,"Brooklyn"
"705","Census Tract 403",201,"Brooklyn"
"706","Census Tract 404",34,"Brooklyn"
"707","Census Tract 405",130,"Brooklyn"
"708","Census Tract 406",46,"Brooklyn"
"709","Census Tract 407",32,"Brooklyn"
"710","Census Tract 408",62,"Brooklyn"
"711","Census Tract 409",121,"Brooklyn"
"712","Census Tract 41",113,"Brooklyn"
"713","Census Tract 410",57,"Brooklyn"
"714","Census Tract 411",73,"Brooklyn"
"715","Census Tract 412",58,"Brooklyn"
"716","Census Tract 413",110,"Brooklyn"
"717","Census Tract 414.01",27,"Brooklyn"
"718","Census Tract 414.02",32,"Brooklyn"
"719","Census Tract 415",102,"Brooklyn"
"720","Census Tract 416",43,"Brooklyn"
"721","Census Tract 417",72,"Brooklyn"
"722","Census Tract 418",43,"Brooklyn"
"723","Census Tract 419",100,"Brooklyn"
"724","Census Tract 420",54,"Brooklyn"
"725","Census Tract 421",120,"Brooklyn"
"726","Census Tract 422",88,"Brooklyn"
"727","Census Tract 423",109,"Brooklyn"
"728","Census Tract 424",64,"Brooklyn"
"729","Census Tract 425",118,"Brooklyn"
"730","Census Tract 426",79,"Brooklyn"
"731","Census Tract 427",120,"Brooklyn"
"732","Census Tract 428",56,"Brooklyn"
"733","Census Tract 429",183,"Brooklyn"
"734","Census Tract 43",138,"Brooklyn"
"735","Census Tract 430",65,"Brooklyn"
"736","Census Tract 431",168,"Brooklyn"
"737","Census Tract 432",53,"Brooklyn"
"738","Census Tract 433",139,"Brooklyn"
"739","Census Tract 434",40,"Brooklyn"
"740","Census Tract 435",111,"Brooklyn"
"741","Census Tract 436",49,"Brooklyn"
"742","Census Tract 437",120,"Brooklyn"
"743","Census Tract 438",58,"Brooklyn"
"744","Census Tract 439",197,"Brooklyn"
"745","Census Tract 44",67,"Brooklyn"
"746","Census Tract 440",47,"Brooklyn"
"747","Census Tract 441",132,"Brooklyn"
"748","Census Tract 442",16,"Brooklyn"
"749","Census Tract 443",104,"Brooklyn"
"750","Census Tract 444",35,"Brooklyn"
"751","Census Tract 445",143,"Brooklyn"
"752","Census Tract 446",41,"Brooklyn"
"753","Census Tract 447",74,"Brooklyn"
"754","Census Tract 448",57,"Brooklyn"
"755","Census Tract 449",281,"Brooklyn"
"756","Census Tract 45",101,"Brooklyn"
"757","Census Tract 450",29,"Brooklyn"
"758","Census Tract 452",31,"Brooklyn"
"759","Census Tract 453",139,"Brooklyn"
"760","Census Tract 454",25,"Brooklyn"
"761","Census Tract 456",31,"Brooklyn"
"762","Census Tract 458",20,"Brooklyn"
"763","Census Tract 46",80,"Brooklyn"
"764","Census Tract 460",41,"Brooklyn"
"765","Census Tract 462.01",61,"Brooklyn"
"766","Census Tract 462.02",41,"Brooklyn"
"767","Census Tract 464",23,"Brooklyn"
"768","Census Tract 468",25,"Brooklyn"
"769","Census Tract 47",67,"Brooklyn"
"770","Census Tract 470",33,"Brooklyn"
"771","Census Tract 472",27,"Brooklyn"
"772","Census Tract 474",17,"Brooklyn"
"773","Census Tract 476",36,"Brooklyn"
"774","Census Tract 477",120,"Brooklyn"
"775","Census Tract 478",79,"Brooklyn"
"776","Census Tract 480",54,"Brooklyn"
"777","Census Tract 481",116,"Brooklyn"
"778","Census Tract 482",59,"Brooklyn"
"779","Census Tract 484",84,"Brooklyn"
"780","Census Tract 485",271,"Brooklyn"
"781","Census Tract 486",86,"Brooklyn"
"782","Census Tract 488",86,"Brooklyn"
"783","Census Tract 489",211,"Brooklyn"
"784","Census Tract 49",61,"Brooklyn"
"785","Census Tract 490",93,"Brooklyn"
"786","Census Tract 491",386,"Brooklyn"
"787","Census Tract 492",81,"Brooklyn"
"788","Census Tract 493",335,"Brooklyn"
"789","Census Tract 494",83,"Brooklyn"
"790","Census Tract 495",155,"Brooklyn"
"791","Census Tract 496",127,"Brooklyn"
"792","Census Tract 497",78,"Brooklyn"
"793","Census Tract 498",71,"Brooklyn"
"794","Census Tract 499",40,"Brooklyn"
"795","Census Tract 5.01",62,"Brooklyn"
"796","Census Tract 5.02",83,"Brooklyn"
"797","Census Tract 50",67,"Brooklyn"
"798","Census Tract 500",70,"Brooklyn"
"799","Census Tract 501",95,"Brooklyn"
"800","Census Tract 502.02",34,"Brooklyn"
"801","Census Tract 503",96,"Brooklyn"
"802","Census Tract 504",95,"Brooklyn"
"803","Census Tract 505",174,"Brooklyn"
"804","Census Tract 506",166,"Brooklyn"
"805","Census Tract 507",163,"Brooklyn"
"806","Census Tract 508.01",161,"Brooklyn"
"807","Census Tract 508.03",128,"Brooklyn"
"808","Census Tract 508.04",122,"Brooklyn"
"809","Census Tract 509",69,"Brooklyn"
"810","Census Tract 51",58,"Brooklyn"
"811","Census Tract 510.01",194,"Brooklyn"
"812","Census Tract 510.02",129,"Brooklyn"
"813","Census Tract 511",146,"Brooklyn"
"814","Census Tract 512",160,"Brooklyn"
"815","Census Tract 513",172,"Brooklyn"
"816","Census Tract 514",180,"Brooklyn"
"817","Census Tract 515",60,"Brooklyn"
"818","Census Tract 516.01",126,"Brooklyn"
"819","Census Tract 516.02",95,"Brooklyn"
"820","Census Tract 517",91,"Brooklyn"
"821","Census Tract 518",69,"Brooklyn"
"822","Census Tract 519",185,"Brooklyn"
"823","Census Tract 52.01",25,"Brooklyn"
"824","Census Tract 52.02",38,"Brooklyn"
"825","Census Tract 520",79,"Brooklyn"
"826","Census Tract 523",181,"Brooklyn"
"827","Census Tract 525",163,"Brooklyn"
"828","Census Tract 526",61,"Brooklyn"
"829","Census Tract 527",235,"Brooklyn"
"830","Census Tract 528",63,"Brooklyn"
"831","Census Tract 529",87,"Brooklyn"
"832","Census Tract 53",203,"Brooklyn"
"833","Census Tract 530",89,"Brooklyn"
"834","Census Tract 531",83,"Brooklyn"
"835","Census Tract 532",60,"Brooklyn"
"836","Census Tract 533",52,"Brooklyn"
"837","Census Tract 534",70,"Brooklyn"
"838","Census Tract 535",34,"Brooklyn"
"839","Census Tract 537",42,"Brooklyn"
"840","Census Tract 538",59,"Brooklyn"
"841","Census Tract 539",16,"Brooklyn"
"842","Census Tract 54",96,"Brooklyn"
"843","Census Tract 542",120,"Brooklyn"
"844","Census Tract 543",106,"Brooklyn"
"845","Census Tract 544",71,"Brooklyn"
"846","Census Tract 545",131,"Brooklyn"
"847","Census Tract 546",56,"Brooklyn"
"848","Census Tract 547",108,"Brooklyn"
"849","Census Tract 548",29,"Brooklyn"
"850","Census Tract 549",113,"Brooklyn"
"851","Census Tract 550",68,"Brooklyn"
"852","Census Tract 551",145,"Brooklyn"
"853","Census Tract 552",132,"Brooklyn"
"854","Census Tract 553",162,"Brooklyn"
"855","Census Tract 554",145,"Brooklyn"
"856","Census Tract 555",117,"Brooklyn"
"857","Census Tract 556",56,"Brooklyn"
"858","Census Tract 557",87,"Brooklyn"
"859","Census Tract 558",60,"Brooklyn"
"860","Census Tract 56.01",53,"Brooklyn"
"861","Census Tract 56.02",50,"Brooklyn"
"862","Census Tract 560",49,"Brooklyn"
"863","Census Tract 561",150,"Brooklyn"
"864","Census Tract 562",31,"Brooklyn"
"865","Census Tract 563",79,"Brooklyn"
"866","Census Tract 564",43,"Brooklyn"
"867","Census Tract 565",69,"Brooklyn"
"868","Census Tract 566",54,"Brooklyn"
"869","Census Tract 568",30,"Brooklyn"
"870","Census Tract 569",62,"Brooklyn"
"871","Census Tract 570",146,"Brooklyn"
"872","Census Tract 571",67,"Brooklyn"
"873","Census Tract 572",284,"Brooklyn"
"874","Census Tract 573",65,"Brooklyn"
"875","Census Tract 574",36,"Brooklyn"
"876","Census Tract 575",93,"Brooklyn"
"877","Census Tract 576",37,"Brooklyn"
"878","Census Tract 578",65,"Brooklyn"
"879","Census Tract 579",80,"Brooklyn"
"880","Census Tract 58",116,"Brooklyn"
"881","Census Tract 580",68,"Brooklyn"
"882","Census Tract 582",62,"Brooklyn"
"883","Census Tract 584",54,"Brooklyn"
"884","Census Tract 586",29,"Brooklyn"
"885","Census Tract 588",64,"Brooklyn"
"886","Census Tract 589",60,"Brooklyn"
"887","Census Tract 59",158,"Brooklyn"
"888","Census Tract 590",57,"Brooklyn"
"889","Census Tract 591",31,"Brooklyn"
"890","Census Tract 592",96,"Brooklyn"
"891","Census Tract 593",51,"Brooklyn"
"892","Census Tract 594.01",114,"Brooklyn"
"893","Census Tract 594.02",113,"Brooklyn"
"894","Census Tract 596",71,"Brooklyn"
"895","Census Tract 598",70,"Brooklyn"
"896","Census Tract 60",91,"Brooklyn"
"897","Census Tract 600",153,"Brooklyn"
"898","Census Tract 606",110,"Brooklyn"
"899","Census Tract 608",151,"Brooklyn"
"900","Census Tract 610.02",44,"Brooklyn"
"901","Census Tract 610.03",52,"Brooklyn"
"902","Census Tract 610.04",149,"Brooklyn"
"903","Census Tract 612",48,"Brooklyn"
"904","Census Tract 616",56,"Brooklyn"
"905","Census Tract 62",126,"Brooklyn"
"906","Census Tract 620",53,"Brooklyn"
"907","Census Tract 622",91,"Brooklyn"
"908","Census Tract 626",98,"Brooklyn"
"909","Census Tract 628",154,"Brooklyn"
"910","Census Tract 63",64,"Brooklyn"
"911","Census Tract 632",32,"Brooklyn"
"912","Census Tract 636",31,"Brooklyn"
"913","Census Tract 638",25,"Brooklyn"
"914","Census Tract 64",125,"Brooklyn"
"915","Census Tract 640",22,"Brooklyn"
"916","Census Tract 642",93,"Brooklyn"
"917","Census Tract 644",40,"Brooklyn"
"918","Census Tract 646",34,"Brooklyn"
"919","Census Tract 648",40,"Brooklyn"
"920","Census Tract 65",113,"Brooklyn"
"921","Census Tract 650",47,"Brooklyn"
"922","Census Tract 652",34,"Brooklyn"
"923","Census Tract 654",33,"Brooklyn"
"924","Census Tract 656",23,"Brooklyn"
"925","Census Tract 658",36,"Brooklyn"
"926","Census Tract 66",83,"Brooklyn"
"927","Census Tract 660",34,"Brooklyn"
"928","Census Tract 662",47,"Brooklyn"
"929","Census Tract 666",72,"Brooklyn"
"930","Census Tract 67",85,"Brooklyn"
"931","Census Tract 670",111,"Brooklyn"
"932","Census Tract 672",70,"Brooklyn"
"933","Census Tract 674",53,"Brooklyn"
"934","Census Tract 676",65,"Brooklyn"
"935","Census Tract 678",52,"Brooklyn"
"936","Census Tract 68",147,"Brooklyn"
"937","Census Tract 680",70,"Brooklyn"
"938","Census Tract 682",45,"Brooklyn"
"939","Census Tract 686",86,"Brooklyn"
"940","Census Tract 688",33,"Brooklyn"
"941","Census Tract 69",190,"Brooklyn"
"942","Census Tract 690",60,"Brooklyn"
"943","Census Tract 692",90,"Brooklyn"
"944","Census Tract 696.01",109,"Brooklyn"
"945","Census Tract 696.02",128,"Brooklyn"
"946","Census Tract 698",363,"Brooklyn"
"947","Census Tract 7",91,"Brooklyn"
"948","Census Tract 70",93,"Brooklyn"
"949","Census Tract 700",23,"Brooklyn"
"950","Census Tract 702.01",77,"Brooklyn"
"951","Census Tract 702.02",23,"Brooklyn"
"952","Census Tract 706",39,"Brooklyn"
"953","Census Tract 71",176,"Brooklyn"
"954","Census Tract 72",43,"Brooklyn"
"955","Census Tract 720",92,"Brooklyn"
"956","Census Tract 722",78,"Brooklyn"
"957","Census Tract 724",97,"Brooklyn"
"958","Census Tract 726",57,"Brooklyn"
"959","Census Tract 728",90,"Brooklyn"
"960","Census Tract 730",62,"Brooklyn"
"961","Census Tract 732",51,"Brooklyn"
"962","Census Tract 734",61,"Brooklyn"
"963","Census Tract 736",103,"Brooklyn"
"964","Census Tract 738",61,"Brooklyn"
"965","Census Tract 74",147,"Brooklyn"
"966","Census Tract 740",143,"Brooklyn"
"967","Census Tract 742",92,"Brooklyn"
"968","Census Tract 744",26,"Brooklyn"
"969","Census Tract 746",71,"Brooklyn"
"970","Census Tract 748",42,"Brooklyn"
"971","Census Tract 75",142,"Brooklyn"
"972","Census Tract 750",27,"Brooklyn"
"973","Census Tract 752",14,"Brooklyn"
"974","Census Tract 754",16,"Brooklyn"
"975","Census Tract 756",33,"Brooklyn"
"976","Census Tract 758",37,"Brooklyn"
"977","Census Tract 76",155,"Brooklyn"
"978","Census Tract 760",46,"Brooklyn"
"979","Census Tract 762",71,"Brooklyn"
"980","Census Tract 764",39,"Brooklyn"
"981","Census Tract 766",62,"Brooklyn"
"982","Census Tract 768",109,"Brooklyn"
"983","Census Tract 77",131,"Brooklyn"
"984","Census Tract 770",83,"Brooklyn"
"985","Census Tract 772",272,"Brooklyn"
"986","Census Tract 774",93,"Brooklyn"
"987","Census Tract 776",84,"Brooklyn"
"988","Census Tract 78",188,"Brooklyn"
"989","Census Tract 780",66,"Brooklyn"
"990","Census Tract 782",72,"Brooklyn"
"991","Census Tract 784",58,"Brooklyn"
"992","Census Tract 786",205,"Brooklyn"
"993","Census Tract 788",138,"Brooklyn"
"994","Census Tract 790",177,"Brooklyn"
"995","Census Tract 792",206,"Brooklyn"
"996","Census Tract 794",342,"Brooklyn"
"997","Census Tract 796.01",177,"Brooklyn"
"998","Census Tract 796.02",247,"Brooklyn"
"999","Census Tract 798.01",83,"Brooklyn"
"1000","Census Tract 798.02",165,"Brooklyn"
"1001","Census Tract 80",143,"Brooklyn"
"1002","Census Tract 800",153,"Brooklyn"
"1003","Census Tract 802",240,"Brooklyn"
"1004","Census Tract 804",200,"Brooklyn"
"1005","Census Tract 806",122,"Brooklyn"
"1006","Census Tract 808",224,"Brooklyn"
"1007","Census Tract 810",125,"Brooklyn"
"1008","Census Tract 814",93,"Brooklyn"
"1009","Census Tract 816",135,"Brooklyn"
"1010","Census Tract 818",178,"Brooklyn"
"1011","Census Tract 82",106,"Brooklyn"
"1012","Census Tract 820",273,"Brooklyn"
"1013","Census Tract 822",241,"Brooklyn"
"1014","Census Tract 824",185,"Brooklyn"
"1015","Census Tract 826",233,"Brooklyn"
"1016","Census Tract 828",164,"Brooklyn"
"1017","Census Tract 830",213,"Brooklyn"
"1018","Census Tract 832",56,"Brooklyn"
"1019","Census Tract 834",35,"Brooklyn"
"1020","Census Tract 836",55,"Brooklyn"
"1021","Census Tract 838",57,"Brooklyn"
"1022","Census Tract 84",151,"Brooklyn"
"1023","Census Tract 840",75,"Brooklyn"
"1024","Census Tract 846",47,"Brooklyn"
"1025","Census Tract 848",38,"Brooklyn"
"1026","Census Tract 85",388,"Brooklyn"
"1027","Census Tract 850",44,"Brooklyn"
"1028","Census Tract 852",11,"Brooklyn"
"1029","Census Tract 854",53,"Brooklyn"
"1030","Census Tract 856",78,"Brooklyn"
"1031","Census Tract 858",56,"Brooklyn"
"1032","Census Tract 86",48,"Brooklyn"
"1033","Census Tract 860",62,"Brooklyn"
"1034","Census Tract 862",76,"Brooklyn"
"1035","Census Tract 864",83,"Brooklyn"
"1036","Census Tract 866",88,"Brooklyn"
"1037","Census Tract 868",175,"Brooklyn"
"1038","Census Tract 870",103,"Brooklyn"
"1039","Census Tract 872",70,"Brooklyn"
"1040","Census Tract 874.01",131,"Brooklyn"
"1041","Census Tract 876",107,"Brooklyn"
"1042","Census Tract 878",100,"Brooklyn"
"1043","Census Tract 88",62,"Brooklyn"
"1044","Census Tract 880",105,"Brooklyn"
"1045","Census Tract 882",172,"Brooklyn"
"1046","Census Tract 884",150,"Brooklyn"
"1047","Census Tract 886",137,"Brooklyn"
"1048","Census Tract 888",101,"Brooklyn"
"1049","Census Tract 890",218,"Brooklyn"
"1050","Census Tract 892",274,"Brooklyn"
"1051","Census Tract 894",181,"Brooklyn"
"1052","Census Tract 896",211,"Brooklyn"
"1053","Census Tract 898",194,"Brooklyn"
"1054","Census Tract 9",312,"Brooklyn"
"1055","Census Tract 90",57,"Brooklyn"
"1056","Census Tract 900",401,"Brooklyn"
"1057","Census Tract 902",266,"Brooklyn"
"1058","Census Tract 906",486,"Brooklyn"
"1059","Census Tract 908",615,"Brooklyn"
"1060","Census Tract 910",295,"Brooklyn"
"1061","Census Tract 912",407,"Brooklyn"
"1062","Census Tract 916",322,"Brooklyn"
"1063","Census Tract 918",130,"Brooklyn"
"1064","Census Tract 92",83,"Brooklyn"
"1065","Census Tract 920",262,"Brooklyn"
"1066","Census Tract 922",99,"Brooklyn"
"1067","Census Tract 924",455,"Brooklyn"
"1068","Census Tract 928",60,"Brooklyn"
"1069","Census Tract 930",62,"Brooklyn"
"1070","Census Tract 932",64,"Brooklyn"
"1071","Census Tract 934",52,"Brooklyn"
"1072","Census Tract 936",64,"Brooklyn"
"1073","Census Tract 938",42,"Brooklyn"
"1074","Census Tract 94",71,"Brooklyn"
"1075","Census Tract 944.01",140,"Brooklyn"
"1076","Census Tract 944.02",98,"Brooklyn"
"1077","Census Tract 946",53,"Brooklyn"
"1078","Census Tract 950",134,"Brooklyn"
"1079","Census Tract 954",164,"Brooklyn"
"1080","Census Tract 956",107,"Brooklyn"
"1081","Census Tract 958",122,"Brooklyn"
"1082","Census Tract 96",108,"Brooklyn"
"1083","Census Tract 960",43,"Brooklyn"
"1084","Census Tract 962",60,"Brooklyn"
"1085","Census Tract 964",102,"Brooklyn"
"1086","Census Tract 966",65,"Brooklyn"
"1087","Census Tract 968",54,"Brooklyn"
"1088","Census Tract 970",74,"Brooklyn"
"1089","Census Tract 974",211,"Brooklyn"
"1090","Census Tract 98",133,"Brooklyn"
"1091","Census Tract 982",192,"Brooklyn"
"1092","Census Tract 984",74,"Brooklyn"
"1093","Census Tract 986",71,"Brooklyn"
"1094","Census Tract 988",86,"Brooklyn"
"1095","Census Tract 990",53,"Brooklyn"
"1096","Census Tract 992",51,"Brooklyn"
"1097","Census Tract 994",51,"Brooklyn"
"1098","Census Tract 996",83,"Brooklyn"
"1099","Census Tract 998",91,"Brooklyn"
"1100",NA,107,"Brooklyn"
"1101","Census Tract 10.01",36,"Manhattan"
"1102","Census Tract 10.02",269,"Manhattan"
"1103","Census Tract 100",300,"Manhattan"
"1104","Census Tract 101",866,"Manhattan"
"1105","Census Tract 102",197,"Manhattan"
"1106","Census Tract 103",238,"Manhattan"
"1107","Census Tract 104",395,"Manhattan"
"1108","Census Tract 106.01",46,"Manhattan"
"1109","Census Tract 106.02",60,"Manhattan"
"1110","Census Tract 108",134,"Manhattan"
"1111","Census Tract 109",2404,"Manhattan"
"1112","Census Tract 110",111,"Manhattan"
"1113","Census Tract 111",516,"Manhattan"
"1114","Census Tract 112.01",283,"Manhattan"
"1115","Census Tract 112.02",61,"Manhattan"
"1116","Census Tract 112.03",150,"Manhattan"
"1117","Census Tract 113",281,"Manhattan"
"1118","Census Tract 114.01",63,"Manhattan"
"1119","Census Tract 114.02",352,"Manhattan"
"1120","Census Tract 115",591,"Manhattan"
"1121","Census Tract 116",74,"Manhattan"
"1122","Census Tract 117",62,"Manhattan"
"1123","Census Tract 118",110,"Manhattan"
"1124","Census Tract 119",866,"Manhattan"
"1125","Census Tract 12",158,"Manhattan"
"1126","Census Tract 120",186,"Manhattan"
"1127","Census Tract 121",689,"Manhattan"
"1128","Census Tract 122",86,"Manhattan"
"1129","Census Tract 124",96,"Manhattan"
"1130","Census Tract 125",605,"Manhattan"
"1131","Census Tract 126",137,"Manhattan"
"1132","Census Tract 127",344,"Manhattan"
"1133","Census Tract 128",111,"Manhattan"
"1134","Census Tract 129",325,"Manhattan"
"1135","Census Tract 13",807,"Manhattan"
"1136","Census Tract 130",54,"Manhattan"
"1137","Census Tract 131",321,"Manhattan"
"1138","Census Tract 132",102,"Manhattan"
"1139","Census Tract 133",308,"Manhattan"
"1140","Census Tract 134",159,"Manhattan"
"1141","Census Tract 135",419,"Manhattan"
"1142","Census Tract 136",152,"Manhattan"
"1143","Census Tract 137",290,"Manhattan"
"1144","Census Tract 138",166,"Manhattan"
"1145","Census Tract 139",245,"Manhattan"
"1146","Census Tract 14.01",84,"Manhattan"
"1147","Census Tract 14.02",291,"Manhattan"
"1148","Census Tract 140",150,"Manhattan"
"1149","Census Tract 142",57,"Manhattan"
"1150","Census Tract 143",347,"Manhattan"
"1151","Census Tract 144.01",37,"Manhattan"
"1152","Census Tract 144.02",94,"Manhattan"
"1153","Census Tract 145",348,"Manhattan"
"1154","Census Tract 146.01",60,"Manhattan"
"1155","Census Tract 146.02",116,"Manhattan"
"1156","Census Tract 147",71,"Manhattan"
"1157","Census Tract 148.01",70,"Manhattan"
"1158","Census Tract 148.02",443,"Manhattan"
"1159","Census Tract 149",197,"Manhattan"
"1160","Census Tract 15.01",226,"Manhattan"
"1161","Census Tract 15.02",279,"Manhattan"
"1162","Census Tract 150.01",41,"Manhattan"
"1163","Census Tract 150.02",50,"Manhattan"
"1164","Census Tract 151",396,"Manhattan"
"1165","Census Tract 152",86,"Manhattan"
"1166","Census Tract 153",238,"Manhattan"
"1167","Census Tract 154",229,"Manhattan"
"1168","Census Tract 155",75,"Manhattan"
"1169","Census Tract 156.01",101,"Manhattan"
"1170","Census Tract 156.02",147,"Manhattan"
"1171","Census Tract 157",206,"Manhattan"
"1172","Census Tract 158.01",101,"Manhattan"
"1173","Census Tract 158.02",129,"Manhattan"
"1174","Census Tract 159",280,"Manhattan"
"1175","Census Tract 16",243,"Manhattan"
"1176","Census Tract 160.01",54,"Manhattan"
"1177","Census Tract 160.02",34,"Manhattan"
"1178","Census Tract 161",122,"Manhattan"
"1179","Census Tract 162",491,"Manhattan"
"1180","Census Tract 163",219,"Manhattan"
"1181","Census Tract 164",337,"Manhattan"
"1182","Census Tract 165",119,"Manhattan"
"1183","Census Tract 166",445,"Manhattan"
"1184","Census Tract 167",236,"Manhattan"
"1185","Census Tract 168",366,"Manhattan"
"1186","Census Tract 169",231,"Manhattan"
"1187","Census Tract 170",348,"Manhattan"
"1188","Census Tract 171",224,"Manhattan"
"1189","Census Tract 172",561,"Manhattan"
"1190","Census Tract 173",173,"Manhattan"
"1191","Census Tract 174.01",253,"Manhattan"
"1192","Census Tract 174.02",98,"Manhattan"
"1193","Census Tract 175",260,"Manhattan"
"1194","Census Tract 177",286,"Manhattan"
"1195","Census Tract 178",170,"Manhattan"
"1196","Census Tract 179",213,"Manhattan"
"1197","Census Tract 18",539,"Manhattan"
"1198","Census Tract 180",476,"Manhattan"
"1199","Census Tract 181",152,"Manhattan"
"1200","Census Tract 182",847,"Manhattan"
"1201","Census Tract 183",417,"Manhattan"
"1202","Census Tract 184",394,"Manhattan"
"1203","Census Tract 185",117,"Manhattan"
"1204","Census Tract 186",508,"Manhattan"
"1205","Census Tract 187",261,"Manhattan"
"1206","Census Tract 188",382,"Manhattan"
"1207","Census Tract 189",573,"Manhattan"
"1208","Census Tract 190",280,"Manhattan"
"1209","Census Tract 191",443,"Manhattan"
"1210","Census Tract 192",200,"Manhattan"
"1211","Census Tract 193",244,"Manhattan"
"1212","Census Tract 194",512,"Manhattan"
"1213","Census Tract 195",272,"Manhattan"
"1214","Census Tract 196",1387,"Manhattan"
"1215","Census Tract 197.01",183,"Manhattan"
"1216","Census Tract 197.02",150,"Manhattan"
"1217","Census Tract 198",316,"Manhattan"
"1218","Census Tract 199",235,"Manhattan"
"1219","Census Tract 2.01",126,"Manhattan"
"1220","Census Tract 2.02",238,"Manhattan"
"1221","Census Tract 20",126,"Manhattan"
"1222","Census Tract 200",316,"Manhattan"
"1223","Census Tract 201.01",29,"Manhattan"
"1224","Census Tract 201.02",198,"Manhattan"
"1225","Census Tract 203",89,"Manhattan"
"1226","Census Tract 205",77,"Manhattan"
"1227","Census Tract 206",173,"Manhattan"
"1228","Census Tract 207.01",31,"Manhattan"
"1229","Census Tract 208",210,"Manhattan"
"1230","Census Tract 209.01",279,"Manhattan"
"1231","Census Tract 21",265,"Manhattan"
"1232","Census Tract 210",406,"Manhattan"
"1233","Census Tract 211",451,"Manhattan"
"1234","Census Tract 212",298,"Manhattan"
"1235","Census Tract 213.03",187,"Manhattan"
"1236","Census Tract 214",159,"Manhattan"
"1237","Census Tract 215",179,"Manhattan"
"1238","Census Tract 216",512,"Manhattan"
"1239","Census Tract 217.03",263,"Manhattan"
"1240","Census Tract 218",413,"Manhattan"
"1241","Census Tract 219",644,"Manhattan"
"1242","Census Tract 22.01",271,"Manhattan"
"1243","Census Tract 22.02",102,"Manhattan"
"1244","Census Tract 220",243,"Manhattan"
"1245","Census Tract 221.02",165,"Manhattan"
"1246","Census Tract 222",840,"Manhattan"
"1247","Census Tract 223.01",334,"Manhattan"
"1248","Census Tract 223.02",152,"Manhattan"
"1249","Census Tract 224",408,"Manhattan"
"1250","Census Tract 225",563,"Manhattan"
"1251","Census Tract 226",344,"Manhattan"
"1252","Census Tract 227",166,"Manhattan"
"1253","Census Tract 228",387,"Manhattan"
"1254","Census Tract 229",612,"Manhattan"
"1255","Census Tract 230",443,"Manhattan"
"1256","Census Tract 231",362,"Manhattan"
"1257","Census Tract 232",553,"Manhattan"
"1258","Census Tract 233",363,"Manhattan"
"1259","Census Tract 234",208,"Manhattan"
"1260","Census Tract 235.01",255,"Manhattan"
"1261","Census Tract 235.02",115,"Manhattan"
"1262","Census Tract 236",319,"Manhattan"
"1263","Census Tract 237",482,"Manhattan"
"1264","Census Tract 239",95,"Manhattan"
"1265","Census Tract 24",196,"Manhattan"
"1266","Census Tract 240",356,"Manhattan"
"1267","Census Tract 241",341,"Manhattan"
"1268","Census Tract 242",481,"Manhattan"
"1269","Census Tract 243.01",172,"Manhattan"
"1270","Census Tract 243.02",521,"Manhattan"
"1271","Census Tract 245",504,"Manhattan"
"1272","Census Tract 247",213,"Manhattan"
"1273","Census Tract 249",71,"Manhattan"
"1274","Census Tract 25",109,"Manhattan"
